artist_name,album_name,track_name,search_term,track_uri,t_uri,genres,filtered_genres,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Enchant,Tug Of War,Long Way Down,"Enchant, Long Way Down",spotify:track:31lZctw7VIvvqc85QaaagZ,31lZctw7VIvvqc85QaaagZ,melodic progressive metal|neo-progressive|progressive metal|progressive rock|symphonic rock,metal|rock,spotify:track:31lZctw7VIvvqc85QaaagZ,0.122,0.612,0.813,0,0.546,-5,0.0317,0.528619996,0.635
Left Boy,Permanent Midnight,Get It Right,"Left Boy, Get It Right",spotify:track:0DrVnGIRPrA2oEYmClbFgZ,0DrVnGIRPrA2oEYmClbFgZ,austrian pop|german cloud rap,pop|rap,spotify:track:0DrVnGIRPrA2oEYmClbFgZ,0.0204,0.653,0.843,2.52E-05,0.0756,-5.207,0.193,0.77046669,0.818
Madonna,MDNA [Deluxe Edition] Disc 1,Some Girls,"Madonna, Some Girls",spotify:track:4nwZBcYdZRXjZsUFOo6yKr,4nwZBcYdZRXjZsUFOo6yKr,dance pop|pop,pop|dance,spotify:track:4nwZBcYdZRXjZsUFOo6yKr,0.00181,0.678,0.83,0.108,0.21,-6.495,0.0403,0.537161875,0.669
Mindless Self Indulgence,Frankenstein Girls Will Seem S,Boomin',"Mindless Self Indulgence, Boomin'",spotify:track:5z9eKDvITXISKFRNwwDlGC,5z9eKDvITXISKFRNwwDlGC,comic|dance-punk|industrial metal,metal|dance,spotify:track:5z9eKDvITXISKFRNwwDlGC,0.024,0.712,0.928,0.0301,0.0663,-10.031,0.084,0.505847626,0.593
Kenny Burrell,12/15/78,Work Song,"Kenny Burrell, Work Song",spotify:track:1VUfgfiVDSaKV5AOwldNPm,1VUfgfiVDSaKV5AOwldNPm,bebop|contemporary post-bop|cool jazz|hard bop|jazz|jazz fusion|jazz guitar|soul jazz|straight-ahead jazz,jazz|soul,spotify:track:1VUfgfiVDSaKV5AOwldNPm,0.991,0.594,0.153,0.864,0.865,-20.634,0.0901,0.450945788,0.438
Simple Plan,No Pads No Helmets... Just Balls,Addicted,"Simple Plan, Addicted",spotify:track:1B8MHa0NveCF1ViBEOZWO5,1B8MHa0NveCF1ViBEOZWO5,canadian pop punk|canadian punk|canadian rock|pop punk|pop rock|post-grunge,pop|rock,spotify:track:1B8MHa0NveCF1ViBEOZWO5,0.000491,0.522,0.751,2.22E-06,0.158,-5.46,0.0435,0.624896418,0.605
Nits,"Adieu, Sweet Bahnhof",Think It Over,"Nits, Think It Over",spotify:track:65nxnnXg9D9LYNncu0fPsu,65nxnnXg9D9LYNncu0fPsu,dutch indie|dutch rock|nederpop,pop|rock|indie,spotify:track:65nxnnXg9D9LYNncu0fPsu,0.112,0.563,0.624,0,0.325,-13.516,0.0444,0.667305702,0.785
Rocket Scientists,Brutal Architecture,Resolution,"Rocket Scientists, Resolution",spotify:track:02nWGIzHI1Y49D6vylijkS,02nWGIzHI1Y49D6vylijkS,crossover prog|neo-progressive|progressive rock|symphonic rock,rock,spotify:track:02nWGIzHI1Y49D6vylijkS,0.00143,0.462,0.84,0.0104,0.114,-8.78,0.0322,0.625702678,0.715
Dogs,Turn Against This Land,Wait,"Dogs, Wait",spotify:track:7H8BXJrMSeeAhu5wInIDS4,7H8BXJrMSeeAhu5wInIDS4,irish rock,rock,spotify:track:7H8BXJrMSeeAhu5wInIDS4,0.0689,0.69,0.9,0,0.44,-4.419,0.0398,0.627673536,0.973
Shakatak,The 12 Inch Mixes,Killing Time,"Shakatak, Killing Time",spotify:track:6Y6ydlVdSo4dy67nz3TrcJ,6Y6ydlVdSo4dy67nz3TrcJ,brit funk|post-disco|smooth jazz,jazz|disco,spotify:track:6Y6ydlVdSo4dy67nz3TrcJ,0.0202,0.635,0.685,0.624,0.0896,-10.864,0.0452,0.577640614,0.528
Torment,Demo,Awakening,"Torment, Awakening",spotify:track:0LCFgCXSWHdLtDtuZlzbxN,0LCFgCXSWHdLtDtuZlzbxN,christian metal|deathcore|melodic metalcore|metalcore,metal,spotify:track:0LCFgCXSWHdLtDtuZlzbxN,0.2,0.197,0.527,0.914,0.498,-27.257,0.406,0.414964189,0.15
Unloco,Healing,Useless,"Unloco, Useless",spotify:track:6bkJ3ZRMS6jGs2sdZQDkZx,6bkJ3ZRMS6jGs2sdZQDkZx,alternative metal|industrial metal|nu metal|rap rock,metal|rock|rap,spotify:track:6bkJ3ZRMS6jGs2sdZQDkZx,0.00013,0.619,0.892,0.00693,0.101,-5.254,0.0476,0.492221829,0.545
"Jump, Little Children",The Licorice Tea Demos,Because of You,"Jump, Little Children, Because of You",spotify:track:6B8M3hJilaKaBKDRgt3rQJ,6B8M3hJilaKaBKDRgt3rQJ,south carolina indie,indie,spotify:track:6B8M3hJilaKaBKDRgt3rQJ,0.0742,0.317,0.444,0,0.684,-11.835,0.0529,0.333858896,0.403
Before the Dawn,The Ghost,Nowhere,"Before the Dawn, Nowhere",spotify:track:2vjLdCOHs19uWJBC8SnsFP,2vjLdCOHs19uWJBC8SnsFP,finnish death metal|finnish metal|gothic metal|melodic death metal|melodic metal,metal,spotify:track:2vjLdCOHs19uWJBC8SnsFP,0.000722,0.421,0.803,0.871,0.213,-6.164,0.0376,0.32477951,0.0846
Will Smith,Greatest Hits,Miami,"Will Smith, Miami",spotify:track:6e8Ou0wiqAzIpWb2eSxll8,6e8Ou0wiqAzIpWb2eSxll8,hip hop,hip hop,spotify:track:6e8Ou0wiqAzIpWb2eSxll8,0.0339,0.877,0.534,1.73E-05,0.0441,-6.18,0.151,0.484522044,0.89
Popa Chubby,The First Cuts,Money,"Popa Chubby, Money",spotify:track:5oGG9ypXsfqVXMZOph4L2I,5oGG9ypXsfqVXMZOph4L2I,blues rock|electric blues|modern blues|modern blues rock,blues|rock,spotify:track:5oGG9ypXsfqVXMZOph4L2I,0.276,0.593,0.639,0.517,0.831,-7.319,0.0615,0.358852961,0.639
Yamboo,Come With Me,Come With Me,"Yamboo, Come With Me",spotify:track:1BjBT0SNRWnEeCZvr8PJjy,1BjBT0SNRWnEeCZvr8PJjy,bubblegum dance,dance,spotify:track:1BjBT0SNRWnEeCZvr8PJjy,0.165,0.649,0.759,0.00229,0.0803,-5.468,0.0245,0.443478923,0.507
Sidney Charles,CahulHouseMafia.Net,Don't Go,"Sidney Charles, Don't Go",spotify:track:4J6iuBTX9YNvhRnhyd9Yva,4J6iuBTX9YNvhRnhyd9Yva,deep disco house|deep house|deep tech house|hamburg electronic|house|minimal tech house|minimal techno|tech house,disco,spotify:track:4J6iuBTX9YNvhRnhyd9Yva,0.00514,0.862,0.573,0.43,0.0443,-8.122,0.0514,0.541985998,0.552
The Bombpops,Stole The TV,Crazy,"The Bombpops, Crazy",spotify:track:0Tfaru1vpSPsk56ywACImh,0Tfaru1vpSPsk56ywACImh,orgcore|power-pop punk|punk|skate punk,pop,spotify:track:0Tfaru1vpSPsk56ywACImh,5.30E-05,0.544,0.962,0.000536,0.39,-3.558,0.0548,0.414036989,0.474
The Story Of,The World's Affair,Save Us,"The Story Of, Save Us",spotify:track:6QkSDCkkuGP9wHgT33RwsV,6QkSDCkkuGP9wHgT33RwsV,deep indie rock,rock|indie,spotify:track:6QkSDCkkuGP9wHgT33RwsV,0.0295,0.485,0.67,1.01E-05,0.078,-7.357,0.031,0.694525941,0.52
NOFX,NOFX - punk in drublic (1994),Dying Degree,"NOFX, Dying Degree",spotify:track:5VuQtakImMPv4cUEAJzy9w,5VuQtakImMPv4cUEAJzy9w,pop punk|punk|skate punk|socal pop punk,pop,spotify:track:5VuQtakImMPv4cUEAJzy9w,2.13E-06,0.308,0.95,0.0157,0.156,-8.342,0.104,0.436191227,0.411
The Struts,Kiss This EP,Doin' Time,"The Struts, Doin' Time",spotify:track:0d4tDnpXnl57TV5wH3wBhi,0d4tDnpXnl57TV5wH3wBhi,glam rock|modern alternative rock|modern rock,rock,spotify:track:0d4tDnpXnl57TV5wH3wBhi,0.00606,0.542,0.981,0.000105,0.247,-6.812,0.0407,0.555459501,0.854
The Clash,Give 'em Enough Rope [Remastered] [UK],Drug-Stabbing Time,"The Clash, Drug-Stabbing Time",spotify:track:3TrpmIKzmn8BNZDMys2n72,3TrpmIKzmn8BNZDMys2n72,classic rock|dance rock|permanent wave|punk|rock,rock|dance,spotify:track:3TrpmIKzmn8BNZDMys2n72,0.0351,0.331,0.967,6.02E-06,0.355,-5.155,0.0676,0.765261833,0.63
Styx,Greatest Hits,Renegade,"Styx, Renegade",spotify:track:1CQqupcyMg7176PPmIVmSj,1CQqupcyMg7176PPmIVmSj,album rock|art rock|classic rock|folk rock|hard rock|mellow gold|progressive rock|rock|soft rock,rock|folk,spotify:track:1CQqupcyMg7176PPmIVmSj,0.0151,0.492,0.552,3.74E-05,0.0723,-12.321,0.0341,0.473108984,0.655
Eden's Children,Sure Looks Real,Echoes,"Eden's Children, Echoes",spotify:track:1kF6FuB0oEeDgEOaGZIAMr,1kF6FuB0oEeDgEOaGZIAMr,classic psychedelic rock|jazz rock,rock|jazz,spotify:track:1kF6FuB0oEeDgEOaGZIAMr,0.227,0.374,0.233,0.0811,0.13,-18.393,0.0305,0.421772608,0.401
Jeremy Camp,Restored,Be the One,"Jeremy Camp, Be the One",spotify:track:1bb0yGWDCIeKqbtpNV1rcq,1bb0yGWDCIeKqbtpNV1rcq,anthem worship|ccm|christian alternative rock|christian music|worship,rock,spotify:track:1bb0yGWDCIeKqbtpNV1rcq,0.0056,0.479,0.698,0,0.237,-5.722,0.0317,0.537408232,0.33
Pulp,Mission- Impossible,I Spy,"Pulp, I Spy",spotify:track:0NWnWSkFT6p01JDgmQxbTT,0NWnWSkFT6p01JDgmQxbTT,alternative rock|art rock|britpop|dance rock|modern rock|new wave|permanent wave|pop rock|rock|sheffield indie,pop|rock|indie|dance,spotify:track:0NWnWSkFT6p01JDgmQxbTT,0.00129,0.512,0.864,0.0592,0.0857,-8.14,0.0533,0.581927231,0.183
The Unicorns,"2004-02-03: Atlanta, GA, USA",Les OS,"The Unicorns, Les OS",spotify:track:5nd9ISIlBDpPbuXnUlKG7F,5nd9ISIlBDpPbuXnUlKG7F,alternative rock|anti-folk|canadian indie|dance-punk|e6fi|freak folk|indie pop|indie rock|lo-fi,rock|folk|dance|pop|indie,spotify:track:5nd9ISIlBDpPbuXnUlKG7F,0.56,0.354,0.76,0.426,0.105,-7.705,0.111,0.77040846,0.763
Mistah F.A.B.,I Found My Backpack 3,Generation Lost,"Mistah F.A.B., Generation Lost",spotify:track:3jsiCgJOn3vJ72vHsZSnxJ,3jsiCgJOn3vJ72vHsZSnxJ,cali rap|hyphy|oakland hip hop|west coast trap,hip hop|rap,spotify:track:3jsiCgJOn3vJ72vHsZSnxJ,0.0194,0.511,0.797,2.78E-06,0.207,-7.644,0.352,0.486053939,0.404
George Thorogood & The Destroyers,Essential Thorogood,I'm Ready,"George Thorogood & The Destroyers, I'm Ready",spotify:track:59huggFK83TEvdZIk765pQ,59huggFK83TEvdZIk765pQ,album rock|blues rock|classic rock|country rock|electric blues|hard rock|heartland rock|mellow gold|rock|roots rock,blues|rock,spotify:track:59huggFK83TEvdZIk765pQ,0.0935,0.377,0.982,0.00125,0.299,-3.041,0.054,0.861990656,0.857
Reptile Youth,Reptile Youth (Deluxe Edition),Dead End,"Reptile Youth, Dead End",spotify:track:2dHk4jGR9cwViDGzVer6w6,2dHk4jGR9cwViDGzVer6w6,danish alternative rock,rock,spotify:track:2dHk4jGR9cwViDGzVer6w6,9.95E-05,0.577,0.939,0.0002,0.159,-5.918,0.0461,0.595741155,0.252
Sham 69,Soapy Water & Mr. Marmalade,Girlfriend,"Sham 69, Girlfriend",spotify:track:56LRLGsdFrFvpWU2rQzs7a,56LRLGsdFrFvpWU2rQzs7a,oi|pub rock|punk|ska,rock,spotify:track:56LRLGsdFrFvpWU2rQzs7a,0.00663,0.666,0.629,1.03E-06,0.187,-13.804,0.0291,0.615301922,0.952
Girl Talk,Feed the Animals,10,"Girl Talk, 10",spotify:track:6OAwOqvG0mJYf3IxUcWU8Z,6OAwOqvG0mJYf3IxUcWU8Z,ccm|christian alternative rock|christian music|christian rock|worship,rock,spotify:track:6OAwOqvG0mJYf3IxUcWU8Z,0.0646,0.832,0.885,0,0.233,-5.256,0.0826,0.517789235,0.885
Sick Puppies,Promo Only Modern Rock Radio November,My World,"Sick Puppies, My World",spotify:track:6Mpv8jecdnYcqgmaEqnBDe,6Mpv8jecdnYcqgmaEqnBDe,alternative metal|christian rock|nu metal|pop punk|post-grunge|rap rock,metal|pop|rock|rap,spotify:track:6Mpv8jecdnYcqgmaEqnBDe,0.00133,0.399,0.892,4.45E-05,0.24,-4.809,0.0574,0.711457405,0.26
Dan Israel,SXSW 2006 Showcasing Artist,Good Times,"Dan Israel, Good Times",spotify:track:3UiIFI2b489wOK7K2EjhVJ,3UiIFI2b489wOK7K2EjhVJ,twin cities indie,indie,spotify:track:3UiIFI2b489wOK7K2EjhVJ,0.0101,0.53,0.681,2.54E-05,0.0739,-6.575,0.0259,0.302504334,0.756
Pusha T,www.cocaineblunts.com,Rain,"Pusha T, Rain",spotify:track:33gYCLEkm48YjjWC7he4dC,33gYCLEkm48YjjWC7he4dC,deep pop r&b|hip pop|neo soul|new jack swing|r&b|urban contemporary,pop|soul|r&b,spotify:track:33gYCLEkm48YjjWC7he4dC,0.0813,0.326,0.628,5.31E-06,0.459,-6.139,0.122,0.381593976,0.297
The Field,From Here We Go Sublime,Mobilia,"The Field, Mobilia",spotify:track:2N30zccRNwibQ0hYkQGhcO,2N30zccRNwibQ0hYkQGhcO,ambient|art pop|balearic|bass music|chillwave|electronica|indietronica|intelligent dance music|microhouse|minimal techno,pop|electronica|indie|dance,spotify:track:2N30zccRNwibQ0hYkQGhcO,0.153,0.284,0.469,0.958,0.0916,-14.795,0.0425,0.721374405,0.0305
Shmu,Discipline/Communication,Happiness,"Shmu, Happiness",spotify:track:3dGO9dYPgGcHiRk6M2UMQH,3dGO9dYPgGcHiRk6M2UMQH,austindie|neo-psychedelic,indie,spotify:track:3dGO9dYPgGcHiRk6M2UMQH,0.0117,0.621,0.978,0.0225,0.108,-3.541,0.0419,0.537251459,0.695
The Who,Magic Bus: The Who on Tour,Run Run Run,"The Who, Run Run Run",spotify:track:2kJU0CZfR4cPUYRKouIyVU,2kJU0CZfR4cPUYRKouIyVU,album rock|art rock|british invasion|classic rock|folk rock|hard rock|mellow gold|rock|roots rock,rock|folk,spotify:track:2kJU0CZfR4cPUYRKouIyVU,0.295,0.43,0.92,0.00344,0.158,-4.366,0.033,0.373728461,0.707
Amon Amarth,(2008) Twilight of the Thunder God,No Fear for the Setting Sun,"Amon Amarth, No Fear for the Setting Sun",spotify:track:1wE9SZ9tLHyVIkGwDGpvv5,1wE9SZ9tLHyVIkGwDGpvv5,alternative metal|death metal|melodic death metal|metal|power metal|swedish death metal|swedish metal|tolkien metal|viking metal,metal,spotify:track:1wE9SZ9tLHyVIkGwDGpvv5,3.52E-05,0.39,0.994,0.145,0.057,-4.302,0.0993,0.815263401,0.133
신화,The Return,Stay,"신화, Stay",spotify:track:0rePpYwYaMfkIyWNy0Nnnw,0rePpYwYaMfkIyWNy0Nnnw,k-pop|k-pop boy group,pop,spotify:track:0rePpYwYaMfkIyWNy0Nnnw,0.0438,0.759,0.724,0,0.02,-5.178,0.05,0.582307965,0.918
The Church,A Quick Smoke at Spot's,Hunter,"The Church, Hunter",spotify:track:6ERJ2By9OTzK5ksKoaJDNd,6ERJ2By9OTzK5ksKoaJDNd,dreamo|progressive jazz fusion|progressive post-hardcore,jazz,spotify:track:6ERJ2By9OTzK5ksKoaJDNd,0.0491,0.492,0.771,0.000213,0.173,-7.995,0.064,0.537802404,0.215
A.C.T,Circus Pandemonium,Argument,"A.C.T, Argument",spotify:track:3FQ1RJf3hRyC61cQ4VvDHD,3FQ1RJf3hRyC61cQ4VvDHD,american post-rock|chicago indie|freak folk|indie rock|lo-fi|post-rock|slowcore,rock|folk|indie,spotify:track:3FQ1RJf3hRyC61cQ4VvDHD,0.0261,0.657,0.679,0.247,0.136,-8.642,0.0288,0.628985949,0.945
The Clash,Clash on Broadway [Disc 1],Jail Guitar Doors,"The Clash, Jail Guitar Doors",spotify:track:1FZTEHcXZHYiesUwZITX0r,1FZTEHcXZHYiesUwZITX0r,classic rock|dance rock|permanent wave|punk|rock,rock|dance,spotify:track:1FZTEHcXZHYiesUwZITX0r,0.00416,0.353,0.652,4.33E-05,0.143,-7.242,0.108,0.656465983,0.548
Jacob Korn,You & Me,Do Your Thing,"Jacob Korn, Do Your Thing",spotify:track:11dJNUHw2LZVaoJgThVDf1,11dJNUHw2LZVaoJgThVDf1,deep soul house,soul,spotify:track:11dJNUHw2LZVaoJgThVDf1,0.0388,0.795,0.581,0.721,0.112,-7.976,0.0739,0.564547845,0.389
V V Brown,Samson & Delilah,Beginning,"V V Brown, Beginning",spotify:track:3q4rtF2jrADD5PxXhzcG81,3q4rtF2jrADD5PxXhzcG81,classical guitar,classical,spotify:track:3q4rtF2jrADD5PxXhzcG81,0.978,0.685,0.248,0,0.226,-15.118,0.123,0.653008022,0.872
Sons Of Seasons,Magnisphyricon,Lilith,"Sons Of Seasons, Lilith",spotify:track:4Dad6NL7oPMuwC8JURrTmY,4Dad6NL7oPMuwC8JURrTmY,german metal|gothic symphonic metal|symphonic metal,metal,spotify:track:4Dad6NL7oPMuwC8JURrTmY,0.0002,0.515,0.968,8.86E-05,0.0989,-5.943,0.0579,0.416540875,0.329
Sevendust,Southside Double-Wide: Acoustic Live,Broken Down,"Sevendust, Broken Down",spotify:track:1FmOYRn8gz9ygADHOqPikk,1FmOYRn8gz9ygADHOqPikk,alternative metal|industrial metal|nu metal|post-grunge|rap metal|rap rock,metal|rock|rap,spotify:track:1FmOYRn8gz9ygADHOqPikk,0.00217,0.474,0.963,0.000801,0.139,-2.694,0.0883,0.425064837,0.278
Velvet Revolver,Contraband (2004),Sucker Train Blues,"Velvet Revolver, Sucker Train Blues",spotify:track:3IOkrpU4MvCUif4W4ifspF,3IOkrpU4MvCUif4W4ifspF,alternative metal|alternative rock|grunge|hard rock|nu metal|post-grunge|rock|supergroup,metal|rock,spotify:track:3IOkrpU4MvCUif4W4ifspF,0.000292,0.261,0.993,0.0029,0.637,-5.622,0.377,0.776567392,0.0958
The Middle East,The Recordings Of The Middle East,Blood,"The Middle East, Blood",spotify:track:13yuX1iqobZtQtq5lr8UoC,13yuX1iqobZtQtq5lr8UoC,australian indie|australian indie folk|chamber pop,pop|folk|indie,spotify:track:13yuX1iqobZtQtq5lr8UoC,0.125,0.475,0.478,0.0428,0.128,-8.634,0.0286,0.353881023,0.122
Tyrant,King of Kings,King of Kings,"Tyrant, King of Kings",spotify:track:1WLfwX822oqRf71RIvnBGs,1WLfwX822oqRf71RIvnBGs,nwothm|speed metal,metal,spotify:track:1WLfwX822oqRf71RIvnBGs,8.17E-06,0.263,0.769,0.711,0.155,-9.818,0.0546,0.639418059,0.342
Jens Lekman,2007: Night Falls Over Kortedala,Kanske är jag kär i dig,"Jens Lekman, Kanske är jag kär i dig",spotify:track:4WnIpDsZ8ZTWY8dM3mmoOo,4WnIpDsZ8ZTWY8dM3mmoOo,gothenburg indie|indie pop|swedish indie pop|swedish singer-songwriter,pop|indie,spotify:track:4WnIpDsZ8ZTWY8dM3mmoOo,0.154,0.62,0.804,0.00626,0.587,-4.646,0.114,0.448007418,0.664
Richard Wagner,Rare Hits of The 80s Vol 35,Dust,"Richard Wagner, Dust",spotify:track:2kTF9OfytN0SawGF1BlCbr,2kTF9OfytN0SawGF1BlCbr,classical|german opera|late romantic era,classical,spotify:track:2kTF9OfytN0SawGF1BlCbr,0.968,0.124,0.0553,0.129,0.0986,-22.479,0.0371,0.312161539,0.0371
Only Men Aloud,Home,Angels,"Only Men Aloud, Angels",spotify:track:6CCG7cd9wkZ5jQnSr2ZuGi,6CCG7cd9wkZ5jQnSr2ZuGi,men's choir|operatic pop|welsh choir,pop,spotify:track:6CCG7cd9wkZ5jQnSr2ZuGi,0.888,0.499,0.28,0.000388,0.092,-11.624,0.0272,0.340317935,0.221
Little Axe,Bought For A Dollar/Sold For A Dime,Tell Me Why,"Little Axe, Tell Me Why",spotify:track:7e7fZNcx7XjvDMEgZqJuBS,7e7fZNcx7XjvDMEgZqJuBS,electric blues,blues,spotify:track:7e7fZNcx7XjvDMEgZqJuBS,0.196,0.607,0.576,0.0189,0.279,-8.089,0.0344,0.537457503,0.395
Final Fantasy,FINAL FANTASY VII ADVENT CHILDREN ORIGINAL SOUNDTRACK,End Credits,"Final Fantasy, End Credits",spotify:track:06oK92OoVAKK9JCZMfiENb,06oK92OoVAKK9JCZMfiENb,anime score|chiptune|final fantasy|japanese classical|japanese vgm|scorecore|video game music,classical,spotify:track:06oK92OoVAKK9JCZMfiENb,0.82,0.219,0.269,0.732,0.0572,-10.578,0.0301,0.456034185,0.0855
James Gang,Bang,Mystery,"James Gang, Mystery",spotify:track:5Bf6hlZCwxbWk9rtWAThr8,5Bf6hlZCwxbWk9rtWAThr8,album rock|art rock|blues rock|classic rock|country rock|folk rock|hard rock|mellow gold|psychedelic rock|rock|roots rock|soft rock|southern rock,blues|rock|folk,spotify:track:5Bf6hlZCwxbWk9rtWAThr8,0.509,0.323,0.148,0.054,0.169,-19.039,0.033,0.620909909,0.163
Secret Powers,What Every Rose-Grower Should Know,Tarantula,"Secret Powers, Tarantula",spotify:track:10xneN0qbbHeaQyLcoujkF,10xneN0qbbHeaQyLcoujkF,montana indie,indie,spotify:track:10xneN0qbbHeaQyLcoujkF,0.00132,0.496,0.943,1.12E-06,0.282,-5.276,0.0328,0.698902142,0.888
Red Hot Chili Peppers,Desecration Smile [CD 2],Desecration Smile,"Red Hot Chili Peppers, Desecration Smile",spotify:track:0GRvnYqlnh7ttq9NS6s3Ta,0GRvnYqlnh7ttq9NS6s3Ta,alternative rock|funk metal|funk rock|permanent wave|post-grunge|rock,metal|rock,spotify:track:0GRvnYqlnh7ttq9NS6s3Ta,0.178,0.575,0.788,4.72E-05,0.11,-3.66,0.0228,0.411430082,0.436
The Cars,The Rock Collection - Rock USA (Disc 2),Just What I Needed,"The Cars, Just What I Needed",spotify:track:4alHo6RGd0D3OUbTPExTHN,4alHo6RGd0D3OUbTPExTHN,album rock|art rock|classic rock|dance rock|folk rock|hard rock|mellow gold|new romantic|new wave|new wave pop|permanent wave|pop rock|power pop|rock|soft rock,pop|rock|folk|dance,spotify:track:4alHo6RGd0D3OUbTPExTHN,0.0152,0.619,0.579,6.40E-05,0.0858,-9.307,0.0473,0.569864683,0.69
Britney Spears,Femme Fatale (Deluxe Edition),(Drop Dead) Beautiful (feat. Sabi),"Britney Spears, (Drop Dead) Beautiful (feat. Sabi)",spotify:track:5Zvzva2gweeEU46XEeeFSa,5Zvzva2gweeEU46XEeeFSa,dance pop|pop|pop rap|post-teen pop,pop|rap|dance,spotify:track:5Zvzva2gweeEU46XEeeFSa,0.0414,0.772,0.768,0,0.0903,-4.52,0.0741,0.537323127,0.713
Claw Boys Claw,Pajama Days,Trust Me,"Claw Boys Claw, Trust Me",spotify:track:14jTgP3Aidyko3VWIKdncv,14jTgP3Aidyko3VWIKdncv,dutch blues|dutch indie|dutch rock,blues|rock|indie,spotify:track:14jTgP3Aidyko3VWIKdncv,0.143,0.546,0.59,0.896,0.201,-8.833,0.0277,0.661890322,0.434
Rebellion,A tragedy in steel - Shakespeare's MacBeth,Revenge,"Rebellion, Revenge",spotify:track:3rRv0xYl0TxLRaS5M6GjMu,3rRv0xYl0TxLRaS5M6GjMu,alternative metal|crossover thrash|funk metal|hard rock|hardcore punk|metal|nu metal|old school thrash|punk|rap rock|thrash metal,metal|rock|rap,spotify:track:3rRv0xYl0TxLRaS5M6GjMu,0.000266,0.298,0.967,0.000101,0.248,-7.29,0.203,0.485928521,0.221
Wander,Mourning,Oblivion,"Wander, Oblivion",spotify:track:2OrA1dj7R3umdqSzjijRPh,2OrA1dj7R3umdqSzjijRPh,brazilian progressive metal,metal,spotify:track:2OrA1dj7R3umdqSzjijRPh,0.000568,0.315,0.955,0.205,0.27,-5.111,0.125,0.514806072,0.15
Olivia Newton-John,Christmas Wish,The First Noel,"Olivia Newton-John, The First Noel",spotify:track:6bhhqvDX8Q3kl1GoyhtpSx,6bhhqvDX8Q3kl1GoyhtpSx,australian pop|australian rock,pop|rock,spotify:track:6bhhqvDX8Q3kl1GoyhtpSx,0.59,0.523,0.509,0.000369,0.0932,-6.387,0.0251,0.434242765,0.344
Kiara Rocks,Todos os Meus Passos,Careless Whisper,"Kiara Rocks, Careless Whisper",spotify:track:1Q10TMa9xSon0FBz1tK4Wm,1Q10TMa9xSon0FBz1tK4Wm,brazilian rock|hard rock brasileiro,rock,spotify:track:1Q10TMa9xSon0FBz1tK4Wm,0.00316,0.441,0.973,0,0.368,-2.769,0.183,0.752643861,0.51
Robert Lippok,Open Close Open,Open,"Robert Lippok, Open",spotify:track:55BBZQPnBqCwaYpxoV4d8z,55BBZQPnBqCwaYpxoV4d8z,glitch|indie electronica,electronica|indie,spotify:track:55BBZQPnBqCwaYpxoV4d8z,0.919,0.511,0.435,0.938,0.373,-18.324,0.0533,0.474681191,0.029
Evanescence,Greatest Hits (Disc One),Secret Door,"Evanescence, Secret Door",spotify:track:2RjqeTNizi8kaiKBL8FeLf,2RjqeTNizi8kaiKBL8FeLf,alternative metal|post-grunge,metal,spotify:track:2RjqeTNizi8kaiKBL8FeLf,0.842,0.209,0.628,0.00024,0.226,-6.103,0.0333,0.425544114,0.265
"DRS feat. Lenzman, Jehst & Riya",Count To Ten / Holding On,Holding On,"DRS feat. Lenzman, Jehst & Riya, Holding On",spotify:track:4OmchhKqPoZHA7sgUR0CKw,4OmchhKqPoZHA7sgUR0CKw,drum and bass|liquid funk|manchester hip hop,hip hop,spotify:track:4OmchhKqPoZHA7sgUR0CKw,0.108,0.556,0.905,0.124,0.195,-4.754,0.0599,0.779259405,0.455
Menz,Shakedown,Home,"Menz, Home",spotify:track:4TCGOkcuhbFloDRipnTOcW,4TCGOkcuhbFloDRipnTOcW,alternative emo|emo|heartland rock|indie punk|melodic hardcore|orgcore|philly indie|pop punk|punk|skate punk,pop|rock|indie,spotify:track:4TCGOkcuhbFloDRipnTOcW,0.000738,0.475,0.898,1.54E-05,0.121,-3.198,0.0495,0.546133759,0.301
Saving Jane,One Girl Revolution,Grace,"Saving Jane, Grace",spotify:track:7gzWs8s0SRG7giwVfMojof,7gzWs8s0SRG7giwVfMojof,candy pop,pop,spotify:track:7gzWs8s0SRG7giwVfMojof,0.902,0.526,0.162,0,0.316,-10.484,0.0532,0.564471698,0.39
Nachtmystium,Doomsday Derelicts,Bones,"Nachtmystium, Bones",spotify:track:4S4MzVAN4YtYMjFAuFjlBY,4S4MzVAN4YtYMjFAuFjlBY,black 'n' roll|black metal|blackgaze|chaotic black metal|experimental black metal|usbm|voidgaze,metal,spotify:track:4S4MzVAN4YtYMjFAuFjlBY,1.31E-05,0.126,0.985,0.422,0.354,-6.129,0.113,0.759967391,0.0395
Der Blutharsch,When Did Wonderland End?,8,"Der Blutharsch, 8",spotify:track:4i4vmYznEpgFAqfH4nim6a,4i4vmYznEpgFAqfH4nim6a,martial industrial|neofolk,folk,spotify:track:4i4vmYznEpgFAqfH4nim6a,0.422,0.535,0.699,0.0235,0.319,-4.702,0.231,0.742726861,0.354
